correspondent,"通訊,記,者,一致的"
corresponding,"形容詞,對應的,符合的,通信的"
criminally--0,"錯誤地,犯罪地"
crystalize--0,"結晶具體化,成形,他們的習俗具體成為法律"
cumbersome--0,"討厭的,麻煩的,笨重的"
daguerreotype,"記達蓋爾,達蓋爾銀版照相法或其照片,早期的照像術,把像照在易感光的鍍銀版上,類,銀板照相是早期相片毛瑟槍是早期槍炮,銀板照相法,銀板照相"
debilitate--0,"使,身心,衰弱"
deceitfulness,"虛假,騙人"
deceptiveness,NotFoundAnyMeanings
decomposition,"分解,腐爛,類,細菌有分解的作用酵母有發酵的作用,分解,腐爛"
defamatory--0,"破壞名聲,毀謗的,向下名聲"
definitive--0,"最后的,確定的,權威性的,決定性的"
deforestation,"砍伐森林,破壞森林"
degenerate--0,"墮落的,退化,墮落,使變質,使退化"
deliberate--0,"深思熟慮的,故意的,預有准備的,商討"
delinquent--0,"失職者,違法者,失職的,有過失的,違法的,拖欠債務的"
demography--0,"人口統計,人口學,記法,人民,寫,寫出人口數量人口統計"
demolition--0,"記,毀壞,粉碎,去除,建立,摧毀,指通過爆破進行的破壞活動,參,魔鬼,極殘忍的人,類,再利用是不扔掉再複修是不毀壞,破壞,毀壞,毀壞之遺跡"
demoralize--0,"使士氣低落,使道德敗壞,使沮喪,使混亂"
deplorable--0,"悲慘的,應受譴責的,對,感到遺憾,譴責,悲痛"
dermatologist,"記皮膚,學者皮膚病專家,皮膚科醫生,類,皮膚科醫生看皮膚足科醫生看腳,皮膚學者,皮膚科醫生"
despicable--0,"可鄙的,卑劣的,應受譴責或唾棄的,參,輕視,顯著的,類,可怕的讓人敬畏應受斥責的讓人斥責可鄙的讓人蔑視"
determination,"決心,決定,確定,限定"
detraction--0,"貶低,誹謗,記,向下,拉,把某人名聲往下,拉,減損,貶低此人"
diaphanous--0,"布,半透明的,極為柔軟的,模模糊糊的參,幽靈,幻影,反,堅固的,真實的,不透明的,不透光的"
differentiate,"動詞,構成差別,區分"
digression--0,"離題,扯到枝節上,脫軌"
diminution--0,"減少,縮小,減低"
disappointing,"使失望的,令人掃興的,不起勁的"
disconcerting,"使人窘迫的,使人倉皇失措的"
discretion--0,"謹慎,判斷力,行動的自由類冷漠的缺乏感情輕率的缺乏謹慎輕率的缺乏莊重草率的缺乏謹慎"
discursive--0,"發散的,主題,散漫的,無層次的,哲學,推論的"
disdainful--0,"鄙視的,輕蔑的,厭惡的"
dishearten--0,"記離開,心使灰心,使,灰心,沮喪,失去勇氣或果斷,使,氣餒,使,沮喪,使,失去勇氣"
disrespectful,"無禮的,失禮的,不敬重的"
distastefully,NotFoundAnyMeanings
distinguished,"形容詞,卓越的,著名的"
distressingly,NotFoundAnyMeanings
down-to-earth,"記朱茵小姐從如來佛的蠟燭中,變成了現實中人,和小周感受了柱香的心靈碰撞,現實的,可感覺到的,實際的"
draftsmanship,"起草術,製圖術"
dysfunctional,"功能失調的,記,錯誤,錯誤的功能,一直出錯功能失調"
effrontery--0,"厚顏無恥,冒失狂妄,反,禮貌,得體,尊重,順從,膽怯"
eleemosynary,NotFoundAnyMeanings
embarrassment,"名詞,窘,難堪,使人為難的人,或事物"
empiricism--0,"經驗主義,經驗論,記法,經驗主義的"
equanimity--0,"鎮定,沉著,記法事情發生了自己仍然和之前相同沉著"
equivalent--0,"同等物,等價物,相等物,相等的,相當的,同意義的"
exacerbate--0,"惡化,增劇,激怒,使加劇,使煩惱"
exaggeratedly,NotFoundAnyMeanings
exasperate--0,"使惱怒,激怒,惡化,惱怒的,激怒的,惡化的"
exhaustive--0,"無遺漏的,徹底的,詳盡的,無遺的"
exhilarate--0,"鼓舞,使精神振作和精力充沛,使高興參,歡鬧的,高興的,令人高興,愉快,反,使悲傷"
expreesionist,抽象主義者
extraneous--0,"無關系的,外來的,化外部裂化,化新異反射"
extraordinary,"出眾的,非凡的,令人驚奇的"
extravagantly,揮霍無度地
facilities--0,"使事情便利的,設備,工具"
fallacious--0,"謬誤的,靠不住的,虛妄的,令人失望的,虛偽的,使人誤解的,不合理的"
fastidious--0,"在味道和禮節方面,挑剔的,過分注意細節,難于取悅的,類,過分熱衷是狂熱過分仔細是挑剔過分講究的比別人漂亮反抗的抵抗"
fathomable--0,"可測量的,可理解的,看得透的,參,深不可測的,無法了解的,反,不可思議的,神秘的,可測的,看得透的"
fathomless--0,"深不可測的,難理解的,不可思議的"
felicitous--0,"恰當的,有,令人舒服,愉快,感覺"
fictitious--0,"假想的,編造的,虛偽的,習慣上假定的,假想的,假裝的,小說中的"
figurative--0,"比喻的,借喻的,象征的,用修辞方法的,圖像"
flamboyant--0,"華麗的,衍,例,系列,解,可指建築物的裝潢華麗,同義字,或人的表演風格"
flesh-colored,NotFoundAnyMeanings
flirtatiously,
forbidding--0,"險峻的,森嚴的,令人生畏的,令人難親近的"
foreground--0,"前景,最顯著的位置前景,前臺前臺"
foreknowledge,"記前,知識,提前知道先見之明,先見之明,預見,預知,先見之明"
forerunner--0,"先驅,先行者,預兆,前兆,德國綠黨據說是全歐洲環保政黨的先驅"
foreshadow--0,"預言,預言,是未見其人先見其,影,預言未見其人先見其,影"
formidable--0,"強大的,令人敬畏的,可怕的,艱難的"
forthright--0,"直率的,直截了當的類,刻薄的不柔和直率的不狡詐反,偷偷摸摸的,秘密的,欺騙,直率地對待"
fortuitous--0,"偶然的,意外的,幸運的"
fractiousness,"倔強,易怒的"
fraudulent--0,"欺騙的,不誠實的類真實無欺騙真誠無偽善,愚弄是欺騙的模范是優秀的"
gargantuan--0,"記鴨子的嘎嘎叫聲,干,團能一邊叫一邊干掉一個團巨大的鴨子巨大的,龐大的,面積,體積,容積,巨大的,龐大的,源源于法國諷刺作家拉伯雷,在其作品巨人傳中所描寫的一個食欲巨大的國王,反,用草寫小字寫的,極小的,微小的,巨大的,龐大的"
generality--0,"一般性,一般原則,概括性的話,參,歸納概括,推廣普及,類,一般的有一般性整體的有整體性,一般性"
generalize--0,"一般化,概括,推廣,形成概念,籠統講"
good-mannered,NotFoundAnyMeanings
grandiloquent,"誇張的,浮誇的,誇大的"
gratification,"使滿足之事或物,滿足,喜悅"
gravitational,"記,地心吸力,引力作用,受重力作用,萬有引力的,重力的,重力的"
gregarious--0,"群居的,愛社交的參,異乎尋常的,極壞的,類,愛社交的保守的反,冷淡的,孤獨的"
hallucination,"幻覺,因為精神錯亂或藥物反應,產生對事物的錯誤的,扭曲的看法,並堅信這些看法的真實性,錯覺類,不確定,錯覺是一種錯誤思考幻覺是一種錯誤感覺幻想是一種錯誤想象"
hereditary--0,"遗传的,遗传性的,世袭的,有世袭身份或头衔的"
herpetologist,"記,寵物,研究她寵物的學家爬行動物學家,爬行動物學家,研究爬行動物和兩棲動物,類,魚類學家研究,魚爬行動物學家研究變色龍,爬虫學者"
hieroglyph--0,"記神聖的,寫神寫的字象形文字,古埃及的,象形文字,圖畫文字,神秘的符號,難解的文字,類,譯解象形文字破譯密碼分離成分,象形文字,圖畫文字"
high-spirited,"有生氣的,活潑的"
histrionic--0,"矯揉造作的,戲劇的,歷史人物矯揉做作"
hodgepodge--0,"大雜燴,雜燴菜,混雜物,一糰糟"
honorarium--0,"記,尊敬,光榮,東西表示尊敬的東西酬金,酬金,謝禮,對專業人士的服務所付報酬,而從法律或傳統上來說不應收費,比如醫生收的紅包,類,舒適宜人表示舒服的酬金表示感謝的,對習俗或法律上不應取酬的服務的酬勞或答謝"
horizontal--0,"形容詞,水平的,橫的,名詞,水平線,水平面,水平位置"
hyperactivity,"活動過強,活動亢進,活動增強"
idolatrize--0,"奉為偶像,盲目崇拜"
illuminate--0,"照明,照亮,闡明,說明,使燦爛,以燈火裝飾,街道等,照亮"
illustrate--0,"舉例說明,作圖解,闡明,舉例"
imaginatively,想像上
immaterial--0,"無關緊要的,非實體的,沒有物質實體和形態的,類,無關的不相關繞行的不直接外圍的無中心,反,有關的,相關的,肉體的,物質的"
impeccable--0,"無瑕疵的,不犯罪的參,輕罪,小過失,類無限的沒有界限無菌的沒有細菌懶惰的沒有移動"
impediment--0,"妨礙,阻礙某事物進展或活動的人或物身體上的某類殘疾,缺陷"
imperative--0,"命令,誡命,需要,規則,祈使語氣,命令式的,急需的,勢在必行的,強制的"
imperceptible,"察覺不到的,極細微的,不知不覺的"
imperceptibly,"不可覺地,微細地,極微地"
imperturbable,"冷靜沉著的,精神集中的類謹慎的對謹慎鎮靜的對鎮靜反,難控製的,焦躁的,易發脾氣的,暴躁,易變性"
implacable--0,"不能和解的,難平息的類難平息的無法平息難征服的無法征服難撫慰的不會和解誠實的不會詐騙"
improvidently,NotFoundAnyMeanings
improvised--0,"臨時准備的,即席而作的"
inactivity--0,"不活動,不活潑,休止狀態"
inadequate--0,"不夠好的,不充足的,不夠勝任的"
inadvertently,"漫不經心地,疏忽地非故意地"
inappreciable,NotFoundAnyMeanings
inappropriate,"不適合的,不恰當的反,有密切關系的,恰當的,適當的"
incandescence,"白熱,白熱光,進入光進入發光狀態"
incinerate--0,"燒成灰,燒棄,灰化,焚化"
inconsiderate,"不顧別人的,無謀的,無分別的"
inconsistency,"記,連結,一致性,連貫性,共同,站立,一致,前后不一致,矛盾,矛盾"
incorruptible,"記,腐敗的,貪污的,使腐爛,墮落,道德上,不易被腐蝕的,正直不墮落的,反,貪污的,不易敗的,不被買的,清廉的"
incriminating,顯示有罪的
indefatigable,"不倦的,不屈不撓的不疲倦,堅持不懈"
indigenous--0,"土生土長的生來的,固有的"
indiscernible,"無法分辨的,記,不,分開,弄清楚,無法弄清楚區別無法識別,字根,區別,搞清楚"
indiscreet--0,"無分別的,輕率的,欠慎重的"
individualist,"個人主義者,利己主義者,個人主義的"
individuality,"個性,個人或個體的特徵"
ineptitude--0,"記,無能的,不稱職的,聰明能干的,無能,愚蠢的言行,不稱職,反,傾向,愛好,才能,手腕,靈巧,手段,愚笨無能的,明智的,精通的,技術精湛的,不稱職"
inevitable--0,"不可避免的,無法回避的,照例必有的"
inexhaustible,"記,用盡,使精疲力盡,取之不盡的,不知疲倦的,無窮無盡的"
inexorable--0,"不為所動的,堅決不變的,記法,不,出,說,說不動"
inexperienced,"形,經驗不足的,生澀的,沒有經驗,的,形容詞沒有經驗的"
infallibility,"無錯誤,無過失,性"
infelicity--0,"不幸,不合適,反,適當,不吉利,不幸,不合適"
infinitesimal,"極小的,極微的,無限小的極小量,極微量,無限小"
infraction--0,"違規行為,違法行為,任何影響法官執法的企圖都將被看作是違法行為"
ingratiate--0,"逢迎,討好,使自己獲得別人的歡心或恩惠,類偽裝是為了欺騙諂媚是為了逢迎,討好為了得到別人的好感虛偽為了欺騙"
inhabitant--0,"某地區的,居民,居住者"
inimitable--0,"記,模仿,仿效,無法模仿的,不可比擬的,類,不容置疑的不能懷疑無法模仿的不能模仿,反,普通的,普通的,無法模仿的,獨特的,無比的"
iniquitous--0,"極其錯誤的,極不公正的,付不起醫藥費就可置人生死於不顧,這是極其不公的制度"
innovative--0,"創新的,革新的,新穎的"
inordinate--0,"過度的,紊亂的,無法無天的,過分的"
insignificant,"形,微不足道的,不重要的,不加上記號做,有,性質的,形容詞不避加上表示重要的記號"
insouciant--0,"漫不經心的,不在乎的,記法,不再,招喚"
intangibility,"無形,不可接觸,不可把握,反,明白,可觸知性,無形,不能把握,不可解"
intangible--0,"觸摸不到的,無形的,無實體的"
intentionally,"故意地,有意地"
interrogative,"疑問詞,疑問字,疑惑的,疑問的"
interruptions,中斷
intimidate--0,"威脅,恐嚇,脅迫"
intoxicate--0,"使陶醉,被成功衝昏了頭腦的,使醉,使如梦似的,喝醉的,酒醉開車"
intransigence,"極端不妥協,不讓步,反,柔軟,順從,不妥協態度,不讓步,不調和"
intriguing--0,"迷人的,有迷惑力的,引起興趣,或好奇心,的"
intrinsically,"本質的,固有的,內在的"
investigation,"正式的,調查,偵查"
inveterate--0,"積習已深的,根深蒂固的參,老兵,退伍軍人,反,以前的,古時的,偶然的,機考數據確認有,優先選擇,沒有,才考慮,無經驗的,偶然的"
invigorate--0,"使生氣勃勃,使有活力類滋補的使健壯止痛的使麻木導致的煽動反,消瘦,憔悴,變得有活力,使衰竭,使憔悴,士氣受挫"
irrepressible,"鎮壓不住的,抑制不住的"
jeopardize--0,"危害,使受危困,使陷危地"
jubilation--0,"歡騰,歡慶,慶祝活動"
judiciousness,"明智,審慎,反,不慎重"
justification,"理由,辯護,釋罪,法理"
knowledgeable,"博學的,有見識的,知識淵博的"
lackadaisical,"无精打采的,不决断的,不热心的,无精打采地,不决断地,不热心地"
lackluster--0,"無光澤的,不精彩,無活力的"
legitimate--0,"合法的,正當的,婚生的,認為正當,立為嫡嗣,使合法"
legitimize--0,"使合法,宣布為合法,承認,批准"
leisureliness,"記,空閑,安逸,悠然,從容,不慌忙的行為,反,迅速的做某事,派遣,派遣,急件,悠然,從容"
lexicographer,"記,詞匯,寫,人寫詞匯的人,詞典編纂人,詞典編纂人,參,詞匯的,閱讀障礙症,詞典,類,製圖者製地圖織布者織布編字典者編字典,詞典編纂者"
locomotive--0,"火車頭,機車,運轉的,火車頭的,移動的"
loquacious--0,"多嘴的,非常健談的參,口才,雄辯,類多話的不簡潔靈巧的不笨拙揮霍是花費過分多話是說話過分"
malevolent--0,"有惡意的,惡毒的,字根,壞"
malodorous--0,"难闻的,恶臭的,有害健康的,惡臭的,臭氣,味道不好的,令人不快的"
manifestation,"顯示,証明,示威運動,顯然的,顯示,證明"
manipulate--0,"操作,運用,操縱,對,做手腳"
manuscript--0,"手寫的,原稿的,記法,手,寫"
marketability,可銷售性
melancholy--0,"形容詞,憂鬱的,令人沮喪的,名詞,憂鬱,愁思"
mendacious--0,"欺騙的,衍,記,男人的城市就是一個欺騙的象徵,修補,修補謊言"
metamorphosis,"變態,蛻變,演變"
methodical--0,"有條理的,秩序井然的"
meticulous--0,"過度重視細節的,極度或過分關心細節的,類十分有興趣是熱切的十分小心是細心的十分堅強是頑固的"
microorganism,"微生微生物,微小動植物"
mischievously,"加害地,頑皮地"
misconception,"误解,错觉,错误想法"
monochromatic,"單色的,記法,單一,顏色"
monolithic--0,"巨石的,巨大的,記法,單一,石頭,單塊石頭"
monotonous--0,"單調的,乏味的,記法,單一,聲音"
moralistic--0,"道學的,說教的,教訓的,道學的,教訓的,道德"
mortification,"壞疽,脫疽,禁欲"
munificent--0,"慷慨大方的,類,吝嗇鬼不慷慨狂熱者不厭倦"
narcissist--0,"自我陶醉,自戀者,自我主義"
narrow-minded,"心志偏狹的,有偏見的,小氣的"
negligible--0,"可以忽略的,微不足道的,反對,否認"
nonchalant--0,"無憂無慮的,有,輕鬆自在,的意思,也有點,漠不關心"
nonconformist,"不遵從傳統觀念者,不墨守成規者"
nullification,"尤指法律條文等正式的廢除,廢棄"
objectionable,"令人不快的,令人反感的,討厭的"
obligatory--0,"強制性的,見得多以至於無聊的"
obsequious--0,"逢迎諂媚的參,葬禮,壞,跟隨,情緒不好地跟隨一葬禮類逢迎的人奉承順從的人屈服屈尊的人屈尊"
old-fashioned,"形容詞,舊式的,過時的"
omnipotent--0,"全力量,全能的,萬能的,無所不能的,慈愛,萬能的主怎會允許疾病,戰爭和苦難的存在"
optimistic--0,"樂觀的,樂觀主義的,樂天的"
ornamentation,"裝飾,裝飾品"
ornithologist,"鳥類學家,鳥類學者"
outlandish--0,"稀奇古怪的,不尋常的,難以接受的,古怪的髮型裝束"
overshadow--0,"使其重要性被超過,使黯然失色,使,被遮暗,使陰暗"
participation,"參與,參加,分享"
patronizingly,"自居高位地,贊助者,資助者,以高人一等的態度對待,贊助,父愛,母愛,牧師,田園的"
peccadillo--0,"輕罪,小過失參,易犯罪的,沒有瑕疵的,類,小罪和罪小故障和故障小不幸和事故輕責和懲罰小雕塑和雕塑"
pedestrian--0,"行人,步行者,徒步的,呆板的,通俗的"
pejorative--0,"帶有輕蔑意義的,貶低的"
penuriousness,吝嗇
perceptive--0,"感知的,知覺的,有洞察力的,可以察覺的"
percussionist,敲擊樂器的樂師
peregrination,"尤指徒步的旅行,漫遊,旅程,遊歷"
peremptory--0,"不容反抗的,專橫的,斷然中止,辯論或活動,的,參,優先取得,豁免,免除,類,昂貴的無法購買專橫的無法爭論"
perfidious--0,"不忠的,背信棄義的參,偽証,表面發誓反,忠實的,忠誠的,可信賴的"
perfunctorily,"記,表面,功能,表面上有功能,馬虎敷衍的,馬虎地,類,敷衍地做事沒有靈感傲慢地待人沒有尊敬,馬馬虎虎"
peripheral--0,"非本質的,非主要的,次要的,週邊的周圍的,邊緣的"
pernicious--0,"有害的,致命的類有害的造成傷害不坦率的造成誤導"
perpetuate--0,"使永存不朽,使不朽,記法,全部,追求,使大家都可以追求永垂不朽"
persistent--0,"持續不斷的,努力不懈的,持久的"
philistine--0,"非利士人,不懂藝術和文學的,庸人,門外漢反,審美家,唯美主義者"
phlegmatic--0,"多痰的,冷靜的,沉著,不動感情的,類,倔強的不易管理冷漠的不易激起喚醒,反,活潑的,生氣勃勃的"
physiological,"形容詞,生理學的,生理的"
ploddingly--0,"蹣跚而行地,孜孜不倦工作地"
plutocracy--0,"記,財富,統治,財閥統治源于,普路托斯,希臘神話中的財神,頭,統治加一個頭的統治,有錢,又克隆了一個頭來統治你,財閥統治,財閥統治,類,財閥統治是有財富的人統治老人政治是有年齡的人統治,富豪統治"
population--0,"棲居於某地區的,生物總量,人口"
portentous--0,"凶兆的,預示凶事的,怪異奇特的類怪異奇特的使吃驚反,規則有秩序的"
possibilities,NotFoundAnyMeanings
posthumous--0,"死後的,源,死後的,例,解,有些作家,藝術家在世時默默無名死後聲名大噪,這就是,反義字記,生前的,字根"
pragmatism--0,"實用主義,務實思想,實用主義取代政治教條後,市議會的工作更有效了"
precipitation,"匆促,倉促,魯莽沉澱,析出,雨等,降落,某地區降雨等的量"
precocious--0,"早熟的,早成的,記法先前煮很多的早熟的"
preeminent--0,"卓越的,杰出的,超群的,卓越地,杰出地,超群地"
preference--0,"偏愛,優先,優先權,優先的選擇"
preoccupation,"先取,先入成見,偏見,出神"
prepossessing,"記,前,擁有,提前讓人擁有好感,有吸引力的,個性等,給人好感的,引人注意的,參,前置詞,引人注意的,灌輸"
prevarication,"支吾其詞類委婉避免冒犯支吾其詞避免真相甜言蜜語為了哄騙支吾其詞為了欺騙反,說真實話,誠實"
proclivity--0,"癖性,尤指壞的傾向,名人的性癖好"
procrastinate,"出于習慣性的粗心或懶散,耽擱,拖延類含糊其詞逃避承諾拖延逃避行動"
proficient--0,"熟練精通的,在藝術,技能或學術方面有造詣的,專家區,足夠的,缺乏的,類討厭的人討厭專家精通反,不適當的,無能的,不合格的"
profligate--0,"放蕩的,肆意揮霍的,放蕩者類揮霍的沒有償還能力善變的沒有忠心多話的喜歡說話揮霍的喜歡花錢反,吝嗇節儉的"
promulgate--0,"頒佈,法令,宣傳,宣揚"
pronounced--0,"明顯的,明確的,有人告訴我說,我在說法語時有明顯的英國口音"
pronouncement,"聲明,財政部長在最近的公開發言中對經濟復甦持更樂觀的態度"
propitiate--0,"討好,撫慰,安撫被侵犯的一方,類不可更改的無法改變不可屈服的無法征服不可安慰撫的無法勸解反,敵意的"
propitious--0,"有利的,記法,形近恰當的,多,的,每件事情都很恰當有利的"
proportionate,"相稱的,成比例的,適當的,使相稱,使成比例,使適應"
provenance--0,"藝術,出處,起源,記法向前,到來"
provincial--0,"鄉下人,地方人民,省的,地方的,偏狹的"
qualification,"具備技能或透過經驗而得到的,資格,資歷"
quiescence--0,"記源于,靜止的,靜止,反,不安靜的動作,動作,吵鬧,騷動,靜止"
ramshackle--0,"記源于,羊,搖動,建造和保養得很差以至于,搖搖欲墜的,類,搖搖欲墜的不穩固曲解的不清晰,搖搖欲墜的"
rapprochement,"和睦,互相諒解,誠實衷心的狀態,再和好,重修舊好反,疏遠"
ratiocination,"記源于,比,比率,國家國家的男女比例是推理出來的,用理性方法和邏輯進行,推理,推論,類,清晰思考是清晰說話是,推理,推論"
recapitulates,概述重點
recurrence--0,"复发,重现,循环,再,发生名词后缀再发生"
reflecting--0,"反射的,引起反射的"
refractory--0,"執拗的,倔強的,難駕馭的難治療的耐熔的,難熔煉的"
rejuvenate--0,"使年輕,使復原,使恢復精神,使恢復活力,使回春,使更新,返老還童,復原"
relinquish--0,"放棄,撤回,停止,放手,讓與"
rendezvous--0,"約會,約定的會晤,集會地點,集合,集結,在約定場所會面"
repertoire--0,"演員劇團等,全部劇目類全部劇目安排表演貨品清單安排貨物會議議程安排會議調色板是顏色的排列全部劇目是戲劇的排列"
repetition--0,"重復,重說,重做,重復的事物,復製品"
reprehensible,"記,反複,反複用手拽住他,因為他應受譴責的,應受譴責的,參,領會,理解,領會,憂慮,類,可憐的受同情應受譴責的受責難可鄙視的受鄙視,應斥責的,應該譴責的"
restructuring,"改組,結構調整"
retrograde--0,"回,倒退的,退步的,惡化的,他說取消單親補助金將是歷史的倒退"
revelation--0,"顯示,揭露,被揭露的事,新發現,啟示,揭示"
rumination--0,"反芻,沈思,默想"
salubrious--0,"地方環境宜人且有益健康的,宜居的,他住的地方是鎮上不太適宜居住的地方"
scrupulous--0,"謹慎小心的,有顧慮的"
self-reliance,"自力更生,依靠自己"
sensitization,"敏感化,參,肉欲的,感覺的,類,使敏感產生過敏的使習慣養成習慣的,促進感受性,感光度之增強"
sensuality--0,"淫蕩,好色"
sepulchral--0,"記源于,墳墓,讀賽跑車,離墳墓不遠了,墳墓的,死氣沉沉的,反,歡樂愉快的,墳墓的,埋葬的"
sequential--0,"按特定順序的,連續的,出版商稱這本書是對革命大事及革命歷史的首度系統化的闡釋"
simple-minded,頭腦簡單的
solicitous--0,"殷勤的,熱切的,掛念的,期望的,表示關心或顧慮的,參,律師,類有害的人危害掛念的人關心反,不關心的"
solidarity--0,"團結,共同一致,團結一致"
somnolence--0,"記,睡,參,失眠症,身體,沒了,在睡覺的狀態下感覺不到身體,昏昏欲睡的狀態,類,厭倦不會熱心的昏昏欲睡不會警惕的,想睡,夢幻"
sophisticated,"老練的,精密的,複雜的,久經世故的"
spontaneously,"自然而然地,自發地"
stigmatize--0,"汙名化,受恥辱,污辱"
submission--0,"屈服,服從,謙遜,遞呈,提交,意見"
subsequent--0,"形容詞,隨後的,接著發生的"
subversive--0,"颠覆性的,破坏性的,危险分子,颠覆分子"
suggestive--0,"暗示的,引起聯想的,啟發的,那些放大的聲音使人聯想到海豚在海底的竊竊私語"
superficially,"表面地,膚淺地"
supplementary,"補充的,附加的類概要是濃縮的附錄是補充的"
tangential--0,"相切的,正间接相关的,次要的,外围的,略为触及题目的"
tantamount--0,"同等的,相等的,相當於,的,記法坐這山望那山山差不多高"
taxonomist--0,"分類學者,記,稅,對稅的名字分類的人,參,分類法,分類學,類,分類學家分類木匠建造,分類學者"
technocrat--0,"記,技術,統治,專家政治論者,贊成技術統治的人,專家政治論者,技朮統治論者"
temperance--0,"節欲,戒酒,禁酒,氣候等的,溫和"
theatrical--0,"戲劇的,劇場的炫耀的,戲劇性的,演戲似的,不自然的"
thick-skinned,"冷漠無情的,不顧及他人感受的"
thoughtlessly,"輕率地,不體貼地"
transgress--0,"冒犯,違背,記法,超過,走,超越界限的冒犯"
transgression,"違反,犯罪,地海侵,海進"
transience--0,"記,轉,轉瞬總是在一起說,瞬間,短暫,稍縱即逝的狀態或性質,參,轉變,過渡,過渡期的,類,恰好的就是方便暫時的就是短暫,錯綜複雜的就是複雜性短暫的就是短暫,短暫"
transition--0,"轉變,轉換,躍遷,過渡時期,變調"
transitory--0,"暫時的,短暫的,曇花一現的"
troublemaking,搗亂
tumultuous--0,"騷亂的,亂哄哄的,喧嘩的,反,平靜的"
typographical,NotFoundAnyMeanings
ubiquitous--0,"普遍存在的,似乎無處不在的"
unaffected--0,"不矯揉造作的,自然的,不裝飾的,未受影響的,未被感動的"
unassuming--0,"人不愛出風頭的,謙遜的,他靦腆低調,一點兒也不像你想像中的演員的樣子"
unconsciously,"無意識地,無意中,不知不覺"
unconstrained,"不受拘束的,不受強制的,自由的"
uncooperative,"不願合作的,不願配合的"
uncritical--0,"不嚴厲的,不加批判的,無批判力的"
uncultured--0,孤陋
underestimate,"低估,估計不足看清"
undermines--0,削弱
underscore--0,"強調,例,解,原意是,劃底線,劃底線的目的是要,強調"
understanding,"形容詞,了解的,能諒解的,寬容的,名詞,了解,理解,領會,理解力,諒解"
undeserved--0,"不應得的,記,應得的,向下,保留,保留下來,這是你應得的,參,保留,保留,保持,維持"
unimpassioned,沒有激情的
unimpeachable,"無懈可擊的,無可指責的,無過失的,無可懷疑的"
unintentional,"不是故意的,無心的,無意識的"
unjustifiable,"毫無道理的,不合理的,無正當理由的"
unnecessarily,不必要地
unprecedented,"前所未有的,無前例的"
unpredictable,"形容詞,不可預料的,出乎意料的"
unpredictably,不可預知的
unpretentious,"低調的,謙遜的,坦承的,自然的"
unreliability,"不安全性,不可靠性"
unthreatening,構成威脅
untrustworthy,"不能信賴的,靠不住的"
unwillingness,"不情願,不情願的態度"
ventriloquist,"口技表演者,會口技的人"
vernacular--0,"白話,口語,方言,白話的,地方的,本地的"
vindictive--0,"報複性的,有尋仇傾向的區,維護,辯護,類惟利是圖只想要錢懷恨在心只想報仇"
abstentious--0,"禁慾的,有節制的,字根,保持,維持,抓住,包含,容納"
accountability,"有責任,有義務,账,账目,存款,记述,报告,理由,解释,导致,报账,认为,把,视作"
acknowledgment,"承認,確認,感謝,收到的通知,容許響應,簡稱用於描述數據准確無誤地發送到接收端的一種訊息"
acquisitive--0,"貪婪的,衍,例,解,小心別和,愛問題的,搞混,從,來來"
acrimonious--0,"嚴厲的,辛辣的,刻毒的"
administrators,管理人員
advantageously,有利地
affiliation--0,"加入,入會,會籍,接納,附屬,交往,聯系,有關"
aggressiveness,"好鬥,具侵略性"
amorphous     ,NotFoundAnyMeanings
analgesic     ,NotFoundAnyMeanings
anarchist     ,NotFoundAnyMeanings
ancillary     ,NotFoundAnyMeanings
anthropologist,"人類學家,是表示人類的字根"
apocalyptic--0,"天启的,启示录的,决定性的,预示大灾变的"
approbation--0,"批准,贊成,認可,嘉獎,稱贊"
archaeologists,考古學家
aristocracy--0,"貴族,貴族階級,貴族階級成員"
arrogance     ,NotFoundAnyMeanings
ascendant     ,NotFoundAnyMeanings
aspersion     ,NotFoundAnyMeanings
assiduous     ,NotFoundAnyMeanings
atrocious     ,NotFoundAnyMeanings
authentication,"証明,鑒定,判別是否為同一人或同一程式的辨認程式"
beleaguered--0,"被包圍的,處於困境的,飽受指責的"
belligerent--0,"國家等,交戰的,好斗的,渴望戰斗的或挑舋的,例,她老是說些挑舋的話,類,諂媚的就是奴性的好戰的就是過分自信的,反,撫慰的,調和的,和"
benediction--0,"記好,說說好話一祝福,祝福,天主教和基督教在周末進行的祈禱,祈禱,參,告別演說,壞話,反,詛咒,祝福"
bureaucracy--0,"名詞,官僚政治,總稱,官僚"
cataclysmic--0,"因為大災難,世界發生變動,巨變的,大變動的"
catastrophe--0,"突如其來的,涉及面廣的,大災難,徹底的,失敗例,英語晚會的結局糟透了參,悲慘的,災難的"
categorical--0,"無條件的,絕對的,直接了當的,陳述,理論等"
caterpillar--0,"毛蟲,蝶,蛾的幼蟲"
centralization,"記,集中,集權化,中心,表動作,集中,集權化,使服從單一的中央的權威,集中,中央集權化"
changeableness,易變性
characteristic,"特性,特徵,特色,特性的,本性的,有特色的"
circumspect--0,"審慎的,考慮周到的,仔細的,對情況及后果注意留心的,類審慎的人審慎文雅的人文雅,輕率的不是慎重的專橫的不是卑屈的反,大膽的"
circumspection,"審慎,反,魯莽,細心,慎重"
clandestine--0,"為了非法的目的,秘密的,暗中的例,秘密交易類,秘密的和秘密地公開的和公開地"
classification,"分類,分級,分類法"
